,lat,lon
21721,9.6000359,7.9999721
21722,52.3880787,-2.2478582
21723,0.5198329,35.2715481
21726,53.4794892,-2.2451148
21727,42.94692285,122.36891515036145
21728,,
21729,-34.9334366,138.6177142
21730,,
21733,11.0018115,76.9628425
21735,54.7023545,-3.2765753
21736,9.6000359,7.9999721
21737,54.7023545,-3.2765753
21738,51.5073219,-0.1276474
21739,36.0000001,118.9999999
21741,22.5727,110.328
21742,,
21743,-1.30325275,36.82636768555869
21744,,
21746,26.1805978,91.753943
21747,0.6561907,30.2779432
21749,40.0667703,-105.6613433
21750,6.4550575,3.3941795
21751,9.6000359,7.9999721
21752,45.3680691,-110.7675638
21753,19.0785451,72.878176
21755,,
21757,53.4794892,-2.2451148
21758,56.7861112,-4.1140518
21759,-12.0900369,-77.0583460091118
21760,5.5571096,-0.2012376
21763,18.521428,73.8544541
21765,5.5571096,-0.2012376
21766,4.7676576,7.0188527
21767,51.5073219,-0.1276474
21769,51.5073219,-0.1276474
21770,24.8546842,67.0207055
21771,-0.3332938,37.6500021
21773,51.4816546,-3.1791934
21774,51.5073219,-0.1276474
21775,53.5242276,-2.3984426
21777,34.4420602,117.5295201
21778,49.2174798,-1.3455117
21779,6.4550575,3.3941795
21780,34.0536909,-118.242766
21782,52.241001350000005,1.0466830312565236
21785,25.029422,-77.36195598496681
21787,,
21789,6.4550575,3.3941795
21790,52.5310214,-1.2649062
21791,52.5310214,-1.2649062
21792,,
21794,9.6000359,7.9999721
21795,,
21797,-7.977838399999999,110.36722565020224
21798,1.4419683,38.4313975
21800,53.15436455,-6.8184175660976445
21801,,
21802,42.5869578,20.9021231
21804,22.3511148,78.6677428
21805,,
21806,53.5967685,-2.2239715
21807,40.0757384,-74.4041622
21808,9.6000359,7.9999721
21809,53.7974185,-1.5437941
21810,6.4550575,3.3941795
21811,,
21812,-0.1724815,-78.4863557
21813,9.6000359,7.9999721
21816,6.4550575,3.3941795
21818,24.9929995,121.3010003
21819,12.5630825,7.6207063
21821,39.7837304,-100.445882
21823,53.0996153,-2.4414627
21824,52.215933,19.134422
21826,-29.861825,31.009909
21827,41.044532,16.825185
21828,26.8234472,18.1236723
21829,52.9559076,-1.1557387
21831,-1.036648,37.077523
21832,53.4794892,-2.2451148
21833,38.0750054,126.4559698629371
21836,9.6000359,7.9999721
21838,-23.2335499,17.3231107
21839,14.4750607,-14.4529612
21840,54.7023545,-3.2765753
21842,9.0643305,7.4892974
21843,51.5073219,-0.1276474
21846,5.107467,-1.2430793
21852,-25.7459277,28.1879101
21853,-6.8160837,39.2803583
21854,-1.30325275,36.82636768555869
21855,51.6195955,-3.9459248
21856,54.7023545,-3.2765753
21857,35.000074,104.999927
21858,6.6048591000000005,3.3532040740949824
21859,54.7023545,-3.2765753
21860,-33.928992,18.417396
21861,43.7698712,11.2555757
21862,6.4550575,3.3941795
21865,-28.8166236,24.991639
21866,,
21867,9.0643305,7.4892974
21868,54.7023545,-3.2765753
21869,-26.515556,29.992222
21870,-8.3304977,115.0906401
21871,53.4794892,-2.2451148
21873,53.46310955,-2.291386485054536
21875,6.3330586,5.6221058
21877,18.521428,73.8544541
21879,,
21880,59.3251172,18.0710935
21881,8.648213349999999,6.708513788663751
21882,1.5333554,32.2166578
21883,,
21885,52.9559076,-1.1557387
21887,8.0300284,-1.0800271
21888,48.3059078,14.286198
21889,28.1083929,84.0917139
21891,,
21892,7.3777462,3.8972497
21893,40.2253569,-82.6881395
21894,,
21898,52.13963375,-10.270444329483476
21899,51.5073219,-0.1276474
21901,17.360589,78.4740613
21902,-1.9646631,30.0644358
21905,11.8948389,8.5364136
21906,51.5073219,-0.1276474
21907,-20.2759451,57.5703566
21908,,
21913,-1.30325275,36.82636768555869
21914,36.489647,30.524248132991595
21915,,
21917,51.5073219,-0.1276474
21920,-1.30325275,36.82636768555869
21922,21.1498134,79.0820556
21923,-6.3871814,106.8216147
21925,53.4794892,-2.2451148
21926,-1.3556484,36.7611963
21927,,
21928,0.3712048,34.26479520608315
21929,0.5198329,35.2715481
21930,62.1001947,30.1356168
21931,0.3177137,32.5813539
21932,10.7466905,-61.0840075
21934,28.6138954,77.2090057
21935,-25.7459277,28.1879101
21936,,
21937,51.5073219,-0.1276474
21938,26.1805978,91.753943
21940,6.6048591000000005,3.3532040740949824
21944,17.5419061,78.39107246356164
21945,51.8682099,0.1714219210222304
21947,8.2151249,3.5642897
21948,5.5571096,-0.2012376
21949,53.4794892,-2.2451148
21950,5.5571096,-0.2012376
21951,9.6000359,7.9999721
21954,,
21956,5.5571096,-0.2012376
21957,47.0440069,-123.1945959
21958,9.6000359,7.9999721
21959,6.4550575,3.3941795
21960,34.2331373,-102.4107493
21961,17.5419061,78.39107246356164
21962,38.0750054,126.4559698629371
21963,-28.8166236,24.991639
21966,53.4794892,-2.2451148
21967,52.4760892,-71.8258668
21969,51.5073219,-0.1276474
21971,4.5693754,102.2656823
21973,52.3727598,4.8936041
21974,,
21975,40.9481079,-83.9610538
21977,1.5333554,32.2166578
21978,6.4550575,3.3941795
21979,5.5571096,-0.2012376
21981,,
21986,-6.8160837,39.2803583
21987,-1.30325275,36.82636768555869
21989,,
21990,,
21992,,
21995,10.4813175,-66.8796057
21996,7.3505747,8.7772877
21997,-1.30325275,36.82636768555869
21998,26.9154576,75.8189817
22000,9.6000359,7.9999721
22002,52.2281566,0.148971
22004,,
22008,,
22009,22.6634672,97.1999524
22012,-1.30325275,36.82636768555869
22014,50.000678,-86.000977
22016,,
22017,6.4550575,3.3941795
22018,28.1083929,84.0917139
22019,,
22020,54.7023545,-3.2765753
22022,54.7023545,-3.2765753
22023,38.0750054,126.4559698629371
22026,53.46310955,-2.291386485054536
22027,54.7023545,-3.2765753
22028,6.4550575,3.3941795
22029,53.4794892,-2.2451148
22030,,
22031,37.35089885,-121.82751555
22032,,
22033,6.4550575,3.3941795
22035,51.4816546,-3.1791934
22036,-18.3374033,29.9135021
22037,-7.5136132,110.21433030848786
22038,54.7023545,-3.2765753
22039,53.4794892,-2.2451148
22040,30.41197725,-91.1838302966362
22041,52.666667,1.0
22042,53.0162014,-2.1812607
22043,9.0643305,7.4892974
22046,,
22049,45.84264135,15.962231476593626
22051,53.46310955,-2.291386485054536
22052,52.215933,19.134422
22053,,
22054,22.5414185,88.35769124388872
22056,1.4419683,38.4313975
22057,53.4794892,-2.2451148
22058,-26.205,28.049722
22059,9.6000359,7.9999721
22060,54.7023545,-3.2765753
22061,,
22062,23.61515,58.5912467
22064,-23.2335499,17.3231107
22065,,
22066,35.737529,139.78131
22067,-29.861825,31.009909
22068,6.4550575,3.3941795
22071,39.7837304,-100.445882
22072,51.2800275,1.0802533
22073,14.459898,121.0047458
22074,37.0162727,-7.9351771
22076,52.4796992,-1.9026911
22077,39.7837304,-100.445882
22078,,
22080,52.6285694,1.2923049
22081,20.18371,104.25564
22083,22.6203348,120.3120375
22085,39.7837304,-100.445882
22086,51.148555,0.8722566
22088,-28.8166236,24.991639
22089,53.4794892,-2.2451148
22090,,
22094,25.6242618,42.3528328
22097,52.9534193,-1.1496461
22098,54.7023545,-3.2765753
22099,54.7023545,-3.2765753
22100,42.6073975,25.4856617
22101,52.9534193,-1.1496461
22103,52.9534193,-1.1496461
22105,52.5310214,-1.2649062
22106,51.456659,-0.9696512
22107,,
22108,,
22112,6.6985605,-1.6233086
22113,52.9559076,-1.1557387
22114,36.0000001,118.9999999
22115,53.4794892,-2.2451148
22116,23.6585116,-102.0077097
22118,53.3806626,-1.4702278
22120,35.2272086,-80.8430827
22122,51.5073219,-0.1276474
22124,,
22125,51.1638175,10.4478313
22126,55.7901843,-3.9920902
22128,52.6242723,1.4323345
22129,54.7023545,-3.2765753
22130,51.1638175,10.4478313
22131,18.9068356,75.6741579
22134,38.5018845,-109.53328484410244
22135,59.3717379,16.5051474
22137,40.7127281,-74.0060152
22139,30.3255646,78.0436813
22140,8.0300284,-1.0800271
22141,33.84412,73.796642
22142,39.7837304,-100.445882
22143,53.4794892,-2.2451148
22144,53.3899497,-2.5943178
22147,9.6000359,7.9999721
22148,-1.30325275,36.82636768555869
22149,-2.5196915,32.9014417
22150,44.72344705,17.325044605610884
22151,-37.8150187,144.9640686
22152,,
22154,1.4419683,38.4313975
22155,51.456659,-0.9696512
22157,24.578721,73.6862571
22158,,
22159,-33.8698439,151.2082848
22160,,
22161,50.4500336,30.5241361
22164,-34.0186609,18.7290418
22166,7.378138,3.87972
22167,52.9212617,-1.4761491
22168,52.2273558,-2.7375333
22169,51.5073219,-0.1276474
22172,,
22174,52.19758465,0.1391537373687439
22175,12.7503486,122.7312101
22176,54.7023545,-3.2765753
22177,8.0300284,-1.0800271
22179,,
22180,53.4794892,-2.2451148
22182,4.7676576,7.0188527
22184,1.357107,103.8194992
22186,,
22187,0.3177137,32.5813539
22188,6.6191233,3.5041271
22190,54.9738474,-1.6131572
22193,9.6000359,7.9999721
22195,3.2083304,101.304146
22197,52.9534193,-1.1496461
22199,,
22200,-20.2759451,57.5703566
22201,22.7105634,114.09056712105918
22203,9.6000359,7.9999721
22204,6.4550575,3.3941795
22206,54.7023545,-3.2765753
22207,23.80961225,78.75911360578634
22208,-37.8142176,144.9631608
22209,1.49169895,33.356836833222275
22210,-1.30325275,36.82636768555869
22212,12.9767936,77.590082
22215,13.0836939,80.270186
22216,-2.4833826,117.8902853
22218,45.5202471,-122.674194
22219,52.5310214,-1.2649062
22220,38.97696275,-76.48697344200957
22221,6.4550575,3.3941795
22223,9.6000359,7.9999721
22225,51.5073219,-0.1276474
22226,52.5050033,-1.964396123331272
22227,6.6985605,-1.6233086
22231,30.8124247,34.8594762
22233,54.7023545,-3.2765753
22234,,
22237,,
22238,22.3511148,78.6677428
22239,-10.3333333,-53.2
22241,59.3251172,18.0710935
22243,-12.0621065,-77.0365256
22244,8.8367891,4.6688487
22245,43.583347,-7.6718443
22246,19.0785451,72.878176
22247,-6.40719,106.8158371
22250,6.6985605,-1.6233086
22251,-27.4689682,153.0234991
22253,0.3177137,32.5813539
22254,7.9897371,-5.5679458
22255,-28.8166236,24.991639
22256,-28.8166236,24.991639
22257,6.4123323,4.0947395
22259,53.2352134,-1.4264097
22261,8.0300284,-1.0800271
22263,,
22267,6.4550575,3.3941795
22268,50.7255794,-3.5269497
22270,51.5073219,-0.1276474
22274,34.2331373,-102.4107493
22276,53.4071991,-2.99168
22277,40.9022651,-81.1371043
22278,30.3308401,71.247499
22279,-1.30325275,36.82636768555869
22280,35.2784173,-93.1337856
22283,30.1979793,71.4724978
22284,22.5414185,88.35769124388872
22288,54.7023545,-3.2765753
22290,23.7644025,90.389015
22291,54.7023545,-3.2765753
22292,18.521428,73.8544541
22294,60.3091871,25.0364526
22295,53.4704457,-2.2631596
22296,53.4794892,-2.2451148
22298,53.5120412,-2.2434612
22299,,
22302,40.0271453,-78.5237447
22303,6.4550575,3.3941795
22304,-1.30325275,36.82636768555869
22305,18.2200455,-65.6781299
22306,53.4794892,-2.2451148
22307,50.1276905,-123.1177276
22311,6.6985605,-1.6233086
22314,-7.977838399999999,110.36722565020224
22317,21.0633288,86.5053731
22318,-1.30325275,36.82636768555869
22320,-14.5189121,27.5589884
22324,25.029422,-77.36195598496681
22325,6.4550575,3.3941795
22326,0.3177137,32.5813539
22327,7.7949602,6.6868669
22328,22.3511148,78.6677428
22331,24.8066333,120.9686833
22332,6.4550575,3.3941795
22334,51.507865,-0.1245597
22335,38.7907339,-121.2357828
22336,-25.7459277,28.1879101
22337,52.9559076,-1.1557387
22339,35.000074,104.999927
22341,-14.5189121,27.5589884
22342,1.357107,103.8194992
22343,53.5462055,-113.491241
22345,5.489736,7.0341973
22347,53.4757748,-2.0930306
22348,23.9739374,120.9820179
22349,53.7974185,-1.5437941
22350,43.6534817,-79.3839347
22352,54.7023545,-3.2765753
22353,53.28931935,-3.598294423168972
22354,,
22355,52.661252,-8.6301239
22357,9.6000359,7.9999721
22359,6.6076575,5.9722713
22360,54.1113351,-3.2289494
22363,52.865196,-7.9794599
22364,51.5073219,-0.1276474
22367,53.4794892,-2.2451148
22368,8.0300284,-1.0800271
22369,54.7023545,-3.2765753
22370,50.3712659,-4.1425658
22371,0.3177137,32.5813539
22372,54.5859836,-6.9591554
22373,-13.9875107,33.768144
22374,,
22375,10.5819798,107.2899841
22376,19.2334875,73.1182464
22378,26.2966528,50.1202146
22379,53.7414271,-1.7202003766777243
22381,6.4550575,3.3941795
22382,36.9096897,-77.2741121
22383,-7.05644335,109.13157658590204
22384,50.79683685,-2.34473226124306
22387,6.4550575,3.3941795
22390,-1.30325275,36.82636768555869
22391,52.5310214,-1.2649062
22393,9.6000359,7.9999721
22395,,
22397,53.4794892,-2.2451148
22398,53.4794892,-2.2451148
22399,,
22400,53.4794892,-2.2451148
22401,51.456659,-0.9696512
22404,9.6000359,7.9999721
22406,,
22407,18.4357733,-69.9699468
22408,45.9896587,-94.6113288
22409,37.35089885,-121.82751555
22410,9.22234345,76.78056905874196
22411,,
22412,,
22413,4.5693754,102.2656823
22414,-33.928992,18.417396
22417,,
22418,53.4794892,-2.2451148
22420,28.6138954,77.2090057
22421,6.4550575,3.3941795
22422,7.3777462,3.8972497
22423,51.5073219,-0.1276474
22425,52.8310013,-1.1900108
22426,22.5414185,88.35769124388872
22428,-28.8166236,24.991639
22430,24.4538352,54.3774014
22431,24.4538352,54.3774014
22432,22.3850051,71.745261
22433,-37.8142176,144.9631608
22434,53.4877463,-2.2891921
22436,-26.205,28.049722
22437,1.357107,103.8194992
22440,27.1303344,80.859666
22441,27.1303344,80.859666
22442,10.9094334,78.3665347
22444,22.3850051,71.745261
22445,12.9767936,77.590082
22446,19.0785451,72.878176
22447,33.9597677,-83.376398
22449,6.4550575,3.3941795
22450,0.3177137,32.5813539
22451,22.5414185,88.35769124388872
22452,51.5073219,-0.1276474
22453,22.5414185,88.35769124388872
22454,51.5073219,-0.1276474
22456,53.46310955,-2.291386485054536
22457,53.1185033,-1.5566179305872214
22458,37.5385087,-77.43428
22460,34.2331373,-102.4107493
22465,,
22467,52.9212617,-1.4761491
22469,-6.9344694,107.6049539
22470,32.9162863,130.6264811
22471,6.9387469,79.8541134
22472,43.6534817,-79.3839347
22473,43.6534817,-79.3839347
22474,53.4794892,-2.2451148
22476,53.4794892,-2.2451148
22477,53.4794892,-2.2451148
22478,6.4123323,4.0947395
22479,41.8755616,-87.6244212
22480,52.5050033,-1.964396123331272
22482,10.3825318,7.8533226
22484,5.5571096,-0.2012376
22486,40.9481079,-83.9610538
22488,42.5869578,20.9021231
22489,52.9534193,-1.1496461
22490,23.6585116,-102.0077097
22492,5.5273061,6.1784167
22493,51.5073219,-0.1276474
22495,51.818181,0.7449996
22496,6.4721327,7.4806729
22497,51.5073219,-0.1276474
22500,54.7023545,-3.2765753
22502,6.4550575,3.3941795
22503,52.5310214,-1.2649062
22505,6.4550575,3.3941795
22506,27.7920407,-97.3962758
22511,8.0300284,-1.0800271
22513,,
22514,52.4796992,-1.9026911
22515,6.4550575,3.3941795
22516,40.9699889,-77.7278831
22517,53.4071991,-2.99168
22518,53.493768,-2.2125381
22519,-26.205,28.049722
22520,50.0491699,1.4175744
22522,42.5869578,20.9021231
22523,14.54652,121.0802788
22524,35.824341,-78.8300321
22525,42.4057219,-82.1853837
22527,-1.30325275,36.82636768555869
22531,53.5120412,-2.2434612
22532,54.5760419,-1.2344047
22533,5.5571096,-0.2012376
22534,19.19381615,73.19143234839959
22535,52.2928116,-3.73893
22537,51.5073219,-0.1276474
22542,51.5073219,-0.1276474
22543,30.3308401,71.247499
22546,,
22547,9.6000359,7.9999721
22548,59.3019888,18.0075991
22549,18.4357733,-69.9699468
22550,54.7023545,-3.2765753
22552,52.5310214,-1.2649062
22553,-16.2696581,34.8708606
22554,34.0228719,45.1046224
22557,,
22558,54.6436734,-6.7416008
22564,-14.5189121,27.5589884
22565,54.7023545,-3.2765753
22566,6.5536094,7.4143061
22567,53.4794892,-2.2451148
22568,43.7283874,-79.34914879325001
22570,-26.205,28.049722
22572,,
22573,9.6000359,7.9999721
22574,51.4538022,-2.5972985
22576,51.5073219,-0.1276474
22578,22.3511148,78.6677428
22580,-6.9344694,107.6049539
22581,19.2262487,109.4475116
22582,,
22583,35.925206,-86.8689419
22584,-1.950851,30.061507
22585,53.4794892,-2.2451148
22590,19.0785451,72.878176
22591,56.7861112,-4.1140518
22592,12.8947975,77.598757
22594,53.4794892,-2.2451148
22595,,
22597,53.3806626,-1.4702278
22600,9.6000359,7.9999721
22601,37.35089885,-121.82751555
22602,53.4757748,-2.0930306
22603,9.6000359,7.9999721
22604,9.0643305,7.4892974
22605,,
22610,52.7965611,-0.6717947564067988
22612,33.8750629,35.843409
22614,-6.3042012,107.307897
22616,10.33104495,76.21497041861484
22619,9.6000359,7.9999721
22621,51.5073219,-0.1276474
22623,10.3825318,7.8533226
22624,52.5310214,-1.2649062
22625,52.5310214,-1.2649062
22626,-1.3556484,36.7611963
22628,8.266667,5.8
22629,,
22630,54.1021348,-6.5275181
22631,,
22634,50.2803847,-3.882804982969838
22635,,
22636,6.5261997,3.3531609
22637,53.5120412,-2.2434612
22638,51.5073219,-0.1276474
22640,-1.1015227,37.0158765
22643,53.9015775,-0.3827242
22644,51.20707485,0.7210361813401444
22645,53.5782863,-2.4300367
22647,6.4550575,3.3941795
22649,9.6000359,7.9999721
22650,-1.3666,36.65
22652,,
22655,-4.3916756,15.3868508
22657,-33.928992,18.417396
22660,-26.205,28.049722
22666,6.4550575,3.3941795
22668,54.7023545,-3.2765753
22669,52.5310214,-1.2649062
22670,9.6000359,7.9999721
22671,53.5457188,-2.6264624
22672,39.1157043,115.5165654
22676,52.24764975,5.541246849406163
22677,,
22680,4.7676576,7.0188527
22681,6.4550575,3.3941795
22682,40.2109404,-75.2782317
22684,34.4420602,117.5295201
22685,34.2331373,-102.4107493
22687,,
22688,35.000074,104.999927
22693,9.6000359,7.9999721
22696,19.0785451,72.878176
22698,47.76269715,16.456865967721264
22699,41.4193271,13.9676328
22700,36.7014631,-118.755997
22701,9.6000359,7.9999721
22703,,
22704,22.2973142,73.1942567
22705,55.65215675,-3.192903908172303
22706,53.4794892,-2.2451148
22707,40.7127281,-74.0060152
22709,1.357107,103.8194992
22710,9.0643305,7.4892974
22711,44.4361414,26.1027202
22712,53.3409714,-3.0500916
22713,,
22716,34.035591,-118.689423
22717,51.5073219,-0.1276474
22718,-1.30325275,36.82636768555869
22720,34.4420602,117.5295201
22721,-6.8160837,39.2803583
22722,14.3601126,100.5772104
22723,63.2467777,25.9209164
22725,35.46826755,140.20252441525406
22726,53.3806626,-1.4702278
22727,51.5073219,-0.1276474
22729,44.5229555,-71.0753437464169
22730,45.0422947,23.2728118
22731,11.8948389,8.5364136
22732,1.4419683,38.4313975
22733,34.2331373,-102.4107493
22734,12.0078998,6.4191432
22735,9.6000359,7.9999721
22736,6.4550575,3.3941795
22737,38.0750054,126.4559698629371
22738,5.181975,7.7132177
22739,6.4550575,3.3941795
22742,6.4550575,3.3941795
22743,26.1805978,91.753943
22745,6.4550575,3.3941795
22746,11.8948389,8.5364136
22747,53.4794892,-2.2451148
22748,53.722712650000005,-1.862578738085179
22749,53.4794892,-2.2451148
22750,,
22751,41.0091982,28.9662187
22752,-26.205,28.049722
22753,8.0300284,-1.0800271
22754,43.6166163,-116.200886
22756,39.6262264,19.9036023
22757,38.1573565,-78.4222322
22758,,
22762,3.51590545,39.05841842957835
22763,,
22764,53.4071991,-2.99168
22765,54.34776405,-2.9365786225164303
22766,54.7023545,-3.2765753
22768,45.3790837,-75.654134
22773,53.4071991,-2.99168
22774,53.4071991,-2.99168
22776,9.9175125,8.8979401
22777,53.4794892,-2.2451148
22778,52.5310214,-1.2649062
22779,54.9738474,-1.6131572
22780,38.0750054,126.4559698629371
22781,33.6038766,73.048136
22783,60.5000209,9.0999715
22786,,
22788,-10.3333333,-53.2
22789,54.7023545,-3.2765753
22791,13.8162188,100.5601063
22792,-2.4833826,117.8902853
22793,,
22794,38.7761815,-84.0571529
22795,39.2908816,-76.610759
22796,12.9767936,77.590082
22797,19.0785451,72.878176
22798,53.3498006,-6.2602964
22799,50.000678,-86.000977
22800,8.2151249,3.5642897
22802,14.3601126,100.5772104
22806,-2.4833826,117.8902853
22807,0.3177137,32.5813539
22811,,
22812,51.5073219,-0.1276474
22816,53.7974185,-1.5437941
22817,51.5073219,-0.1276474
22819,9.6000359,7.9999721
22820,53.5572068,-0.0289969
22821,52.9534193,-1.1496461
22823,49.3036497,-122.8436814
22824,,
22825,9.6000359,7.9999721
22826,9.6000359,7.9999721
22828,59.9133301,10.7389701
22829,52.5310214,-1.2649062
22831,52.5050033,-1.964396123331272
22832,4.7676576,7.0188527
22835,,
22836,51.897077,-8.4654674
22837,40.7127281,-74.0060152
22838,53.4794892,-2.2451148
22839,42.9632405,-85.6678639
22841,-2.4833826,117.8902853
22843,52.9212617,-1.4761491
22845,5.5079213,5.7571201
22846,54.6404494,-5.8361723
22847,,
22849,54.7023545,-3.2765753
22850,53.4794892,-2.2451148
22851,12.5630825,7.6207063
22852,,
22855,35.000074,104.999927
22856,53.8479533,-1.8384526
22857,,
22858,52.1363806,-0.4675041
22860,32.7762719,-96.7968559
22862,51.0,10.0
22863,54.9738474,-1.6131572
22864,45.5031824,-73.5698065
22865,78.92458735,11.919114811831076
22866,-0.73894255,34.75398551201732
22867,,
22868,51.7513991,-0.4531505
22869,-6.5247123,35.7878438
22870,25.7741728,-80.19362
22873,52.1911849,-2.2206585
22875,35.4150703,119.5214512
22876,42.9832406,-81.243372
22877,51.7957409,-0.078521
22878,-33.8698439,151.2082848
22882,0.2004978,35.1011501
22884,0.232643,37.938023
22885,54.9738474,-1.6131572
22886,37.5366084,126.9978186
22890,-1.30325275,36.82636768555869
22891,49.281319,-123.0254419
22892,-25.7459277,28.1879101
22894,54.7023545,-3.2765753
22895,34.2331373,-102.4107493
22896,5.5468112,-0.2656595
22897,-1.30325275,36.82636768555869
22898,52.3727598,4.8936041
22900,0.0499786,37.6500063
22903,,
22905,53.3899497,-2.5943178
22906,-34.9281805,138.5999312
22909,6.4550575,3.3941795
22910,6.4550575,3.3941795
22911,26.9154576,75.8189817
22912,43.3607034,5.3473822
22913,-1.3666,36.65
22914,-33.8698439,151.2082848
22915,51.5073219,-0.1276474
22916,53.4794892,-2.2451148
22917,28.6138954,77.2090057
22921,26.8381,80.9346001
22922,52.5050033,-1.964396123331272
22923,52.5050033,-1.964396123331272
22924,15.9266657,107.9650855
22927,53.7710908,-0.3683905962694075
22929,9.6000359,7.9999721
22930,-6.9135022,39.266623007800405
22932,5.5273061,6.1784167
22933,43.7283874,-79.34914879325001
22935,22.3511148,78.6677428
22936,54.7023545,-3.2765753
22937,12.9767936,77.590082
22938,51.5073219,-0.1276474
22939,51.5425462,-0.1796194
22941,9.6000359,7.9999721
22942,51.0690613,-1.7954134
22944,,
22945,50.000678,-86.000977
22946,51.5073219,-0.1276474
22947,,
22948,-6.1761924,106.6382161
22950,6.4550575,3.3941795
22951,9.6000359,7.9999721
22953,18.521428,73.8544541
22954,22.3511148,78.6677428
22955,8.6400349,-11.8400269
22956,4.6125522,13.1535811
22957,,
22959,5.8101532,0.0995242
22961,54.7023545,-3.2765753
22962,22.2793278,114.1628131
22963,16.3131877,121.1297478
22964,0.3177137,32.5813539
22965,9.6000359,7.9999721
22968,-33.928992,18.417396
22971,-5.6816069,144.2489081
22972,51.5073219,-0.1276474
22976,53.4794892,-2.2451148
22977,,
22979,47.6038321,-122.330062
22982,,
22983,32.3293809,-83.1137366
22988,33.8439408,9.400138
22989,9.6000359,7.9999721
22991,53.4794892,-2.2451148
22993,53.4794892,-2.2451148
22994,12.9767936,77.590082
22995,52.5725769,-0.2427336
22996,52.9559076,-1.1557387
22997,6.4550575,3.3941795
22998,51.5073219,-0.1276474
22999,53.7974185,-1.5437941
23000,4.7676576,7.0188527
23002,39.7837304,-100.445882
23003,52.5310214,-1.2649062
23004,53.4794892,-2.2451148
23008,52.6608908,-2.03555
23010,52.865196,-7.9794599
23011,,
23013,34.0536909,-118.242766
23014,52.2434979,5.6343227
23016,54.7023545,-3.2765753
23022,33.9694561,-118.1503953
23024,6.4550575,3.3941795
23026,0.3177137,32.5813539
23028,23.7644025,90.389015
23029,52.5310214,-1.2649062
23030,41.8755616,-87.6244212
23031,53.3899497,-2.5943178
23032,54.7023545,-3.2765753
23033,22.3511148,78.6677428
23034,22.3511148,78.6677428
23035,54.7023545,-3.2765753
23036,,
23037,35.000074,104.999927
23039,54.7023545,-3.2765753
23040,,
23041,38.4192496,-82.445154
23043,51.5073219,-0.1276474
23044,21.9297099,86.73165610583777
23045,5.8101532,0.0995242
23046,41.0091982,28.9662187
23047,54.7023545,-3.2765753
23050,41.332052,19.8048247
23051,54.7023545,-3.2765753
23052,53.5120412,-2.2434612
23053,-0.5107599,36.8452516
23056,40.9610563,-73.8064739
23057,51.5073219,-0.1276474
23060,,
23063,54.7023545,-3.2765753
23064,52.5310214,-1.2649062
23065,7.2525595,5.1932647
23066,7.3777462,3.8972497
23071,54.73141115,-1.7919813357694694
23072,53.46310955,-2.291386485054536
23073,52.5310214,-1.2649062
23074,-33.928992,18.417396
23075,51.7767536,-1.2707983
23076,53.4758224,-2.2557001
23078,22.3511148,78.6677428
23079,10.4883936,123.3980949
23081,6.4550575,3.3941795
23082,,
23083,54.7023545,-3.2765753
23084,,
23085,52.5310214,-1.2649062
23088,51.2955038,-0.3293689
23089,,
23090,9.6000359,7.9999721
23091,32.7762719,-96.7968559
23092,9.6000359,7.9999721
23093,6.3330586,5.6221058
23094,,
23095,8.2151249,3.5642897
23098,54.7023545,-3.2765753
23102,6.4550575,3.3941795
23103,6.552795,-0.769811
23104,53.3806626,-1.4702278
23105,-46.4574282,-67.4983263
23106,53.4794892,-2.2451148
23109,34.6401861,39.0494106
23111,53.407901,-2.160243
23112,,
23113,,
23114,4.94623,8.349660219463527
23116,43.3607034,5.3473822
23118,51.5073219,-0.1276474
23119,30.8124247,34.8594762
23120,53.4016616,-2.0531767
23121,53.4794892,-2.2451148
23123,9.6000359,7.9999721
23124,24.9929995,121.3010003
23125,25.2856329,51.5264162
23126,6.4550575,3.3941795
23127,9.9175125,8.8979401
23128,61.3430721,23.0108818
23129,7.9366015,98.3529292
23130,52.5050033,-1.964396123331272
23133,53.4794892,-2.2451148
23134,53.6082123,-0.1688967
23137,22.3511148,78.6677428
23141,-2.4833826,117.8902853
23142,2.5228943,101.7945134
23143,10.9094334,78.3665347
23144,3.0733644,101.5195149
23145,1.357107,103.8194992
23146,-33.8698439,151.2082848
23149,43.6534817,-79.3839347
23150,-33.8698439,151.2082848
23151,0.3177137,32.5813539
23152,52.5310214,-1.2649062
23155,56.0713724,-3.4616183
23157,51.5156177,-0.0919983
23158,54.02485745,-1.1084237022363916
23159,-25.836389,28.180278
23160,53.4794892,-2.2451148
23161,53.4631095,-2.2913864
23162,51.1175985,-0.8248777
23164,6.6985605,-1.6233086
23165,42.69821765,-71.3875351945243
23166,52.865196,-7.9794599
23167,-33.928992,18.417396
23173,-29.3070856,27.466069861338795
23175,,
23176,-28.8166236,24.991639
23177,8.0300284,-1.0800271
23179,52.5170365,13.3888599
23180,55.6867243,12.5700724
23182,51.4680988,-0.0666715
23186,39.6262264,19.9036023
23189,22.3511148,78.6677428
23191,6.4550575,3.3941795
23192,53.46310955,-2.291386485054536
23196,6.4550575,3.3941795
23197,52.4796992,-1.9026911
23198,53.4794892,-2.2451148
23199,,
23200,51.6045787,-0.0707508
23206,52.5310214,-1.2649062
23210,53.46310955,-2.291386485054536
23211,11.7150123,75.54433740539524
23213,10.33104495,76.21497041861484
23216,-17.831773,31.045686
23217,9.6000359,7.9999721
